nombre;marca;presentacion;precio;lugar;unidades;tipo;grupo;categoria_precio
Gelatina en Polvo con Sabor a Frambuesa;Royal;40.0;1590;Jumbo;g;Gelatina;Alimentos Secos y Enlatados;Bajo
Gelatina en Polvo Dietética con Sabor a Fresa;Gel'hada;12.0;1750;Jumbo;g;Gelatina;Alimentos Secos y Enlatados;Bajo
Gelatina en Polvo sin Sabor;Kedeli;30.0;1390;D1;g;Gelatina;Alimentos Secos y Enlatados;Bajo
Gelatina;Kedeli;480.0;3150;D1;g;Gelatina;Alimentos Secos y Enlatados;Bajo
Gelatina;Arcoiris;300.0;2650;D1;g;Gelatina;Alimentos Secos y Enlatados;Bajo
Gelatina en Polvo;Kedeli;120.0;1990;D1;g;Gelatina;Alimentos Secos y Enlatados;Bajo
Gelatina Blanca;Tradición 1915;170.0;2050;D1;g;Gelatina;Alimentos Secos y Enlatados;Bajo
Polvo para Hornear;Levapan;80.0;5430;Éxito;g;Polvo;Productos de Limpieza y Hogar;Medio
Polvo para Hornear;Royal;100.0;7500;Éxito;g;Polvo;Productos de Limpieza y Hogar;Medio
Polvo de Maquillaje;Asepxia;10.0;27750;Éxito;g;Polvo;Productos de Limpieza y Hogar;Alto
Polvo de Maquillaje;Asepxia;10.0;27750;Éxito;g;Polvo;Productos de Limpieza y Hogar;Alto
Polvo de Maquillaje;Asepxia;10.0;27750;Éxito;g;Polvo;Productos de Limpieza y Hogar;Alto
Polvo de Maquillaje;Asepxia;10.0;27750;Éxito;g;Polvo;Productos de Limpieza y Hogar;Alto
Polvo de Maquillaje;Pond's;13.0;5040;Éxito;g;Polvo;Productos de Limpieza y Hogar;Bajo
Polvo para Hornear;de Ara;80.0;4250;Ara;g;Polvo;Productos de Limpieza y Hogar;Bajo
Polvo para Hornear;Levapan;80.0;5390;Jumbo;g;Polvo;Productos de Limpieza y Hogar;Medio
Polvo para Hornear;Royal;100.0;5790;Jumbo;g;Polvo;Productos de Limpieza y Hogar;Medio
Polvo Ácido y Chupeta Masticable;Oka Loka;14.0;690;D1;g;Polvo;Productos de Limpieza y Hogar;Bajo
Pasabocas Surtidos;De Todito;170.0;3660;Éxito;g;Pasabocas;Snacks y Golosinas;Medio
Pasabocas Surtidos;De Todito;348.0;8950;Éxito;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas Surtidos;De Todito;180.0;4080;Éxito;g;Pasabocas;Snacks y Golosinas;Medio
Pasabocas Surtidos;De Todito;348.0;10420;Éxito;g;Pasabocas;Snacks y Golosinas;Alto
Pasabocas Surtidos;De Todito;400.0;7730;Éxito;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas Surtidos;De Todito;270.0;9500;Éxito;g;Pasabocas;Snacks y Golosinas;Alto
Pasabocas Surtidos;De Todito;160.0;4230;Éxito;g;Pasabocas;Snacks y Golosinas;Medio
Pasabocas Surtidos;De Todito;155.0;4230;Éxito;g;Pasabocas;Snacks y Golosinas;Medio
Pasabocas Surtidos;De Todito;250.0;6600;Éxito;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas Surtidos;De Todito;270.0;8460;Éxito;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas Surtidos;De Todito;270.0;9500;Éxito;g;Pasabocas;Snacks y Golosinas;Alto
Pasabocas Surtidos;De Todito;240.0;10250;Éxito;g;Pasabocas;Snacks y Golosinas;Alto
Pasabocas Surtidos;Golpe con Todo;140.0;3350;Éxito;g;Pasabocas;Snacks y Golosinas;Bajo
Pasabocas Surtidos;Yupi;270.0;7160;Éxito;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas Surtidos;Yupi;245.0;5810;Éxito;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas Surtidos;Frito Lay;332.0;10400;Éxito;g;Pasabocas;Snacks y Golosinas;Alto
Pasabocas Surtidos;Yupi;309.0;6720;Éxito;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas Surtidos;Frito Lay;581.0;11430;Éxito;g;Pasabocas;Snacks y Golosinas;Alto
Pasabocas Surtidos;Éxito;420.0;7890;Éxito;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas Surtidos;Éxito;300.0;8910;Éxito;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas Surtidos;Yupi;228.0;7310;Éxito;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas Surtidos;Frito Lay;250.0;6970;Éxito;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas Surtidos;Yupi;483.0;10010;Éxito;g;Pasabocas;Snacks y Golosinas;Alto
Pasabocas Surtidos;De Todito;160.0;3950;Éxito;g;Pasabocas;Snacks y Golosinas;Medio
Pasabocas de Maíz con Sabor a Limón;Frito Lay;348.0;7770;Éxito;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas de Maíz con Sabor a Limón;Frito Lay;240.0;3880;Éxito;g;Pasabocas;Snacks y Golosinas;Medio
Pasabocas de Maíz con Sabor a Limón;Ramo;360.0;8720;Éxito;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas de Maíz con Sabor Natural;Ramo;215.0;3910;Éxito;g;Pasabocas;Snacks y Golosinas;Medio
Pasabocas de Maíz;Herr's;255.0;17500;Éxito;g;Pasabocas;Snacks y Golosinas;Alto
Pasabocas de Maíz;Sanissimo;140.0;8820;Éxito;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas de Maíz con Sabor Natural;Yupi;336.0;9360;Éxito;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas de Maíz con Sabor Natural;Yupi;150.0;2840;Éxito;g;Pasabocas;Snacks y Golosinas;Bajo
Pasabocas de Maíz con Sabor Natural;Ramo;360.0;8690;Éxito;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas de Maíz;Ramo;480.0;11390;Éxito;g;Pasabocas;Snacks y Golosinas;Alto
Pasabocas para Perros;CanAmor;250.0;10830;Éxito;g;Pasabocas;Snacks y Golosinas;Alto
Pasabocas para Perros;Éxito;66.0;3380;Éxito;g;Pasabocas;Snacks y Golosinas;Bajo
Pasabocas para Perros;CanAmor;60.0;3870;Éxito;g;Pasabocas;Snacks y Golosinas;Medio
Pasabocas para Perros;Éxito;80.0;1440;Éxito;g;Pasabocas;Snacks y Golosinas;Bajo
Pasabocas para Perros;Éxito;500.0;10900;Éxito;g;Pasabocas;Snacks y Golosinas;Alto
Pasabocas para Perros;Smoochies;45.0;10040;Éxito;g;Pasabocas;Snacks y Golosinas;Alto
Pasabocas para Perros;Smoochies;65.0;10040;Éxito;g;Pasabocas;Snacks y Golosinas;Alto
Pasabocas para Gatos;Adore;80.0;7800;Éxito;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas para Gatos;Adore;80.0;7800;Éxito;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas Surtidos;De Todito;300.0;7100;Ara;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas Surtidos;De Todito;300.0;7100;Ara;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas Surtidos;De Todito;300.0;7100;Ara;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas Surtidos;Pungs;302.0;4850;Ara;g;Pasabocas;Snacks y Golosinas;Medio
Pasabocas Surtidos;Tojitos;140.0;2500;Ara;g;Pasabocas;Snacks y Golosinas;Bajo
Pasabocas Surtidos;Todo Rico;270.0;6900;Ara;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas Surtidos;Yupi;482.0;8650;Ara;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas Surtidos;Frito Lay;250.0;1890;Ara;g;Pasabocas;Snacks y Golosinas;Bajo
Pasabocas Surtidos;Yupi;483.0;10590;Jumbo;g;Pasabocas;Snacks y Golosinas;Alto
Pasabocas Surtidos;Golpe con Todo;140.0;3490;Jumbo;g;Pasabocas;Snacks y Golosinas;Bajo
Pasabocas Surtidos;De Todito;270.0;9790;Jumbo;g;Pasabocas;Snacks y Golosinas;Alto
Pasabocas Surtidos;De Todito;270.0;9790;Jumbo;g;Pasabocas;Snacks y Golosinas;Alto
Pasabocas Surtidos;De Todito;270.0;9390;Jumbo;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas Surtidos;Frito Lay;250.0;6390;Jumbo;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas Surtidos;De Todito;155.0;4290;Jumbo;g;Pasabocas;Snacks y Golosinas;Medio
Pasabocas Surtidos;De Todito;250.0;6390;Jumbo;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas de Maíz con Sabor a Limón;Ramo;360.0;9390;Jumbo;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas de Maíz con Sabor a Limón;Frito Lay;348.0;7990;Jumbo;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas de Maíz con Sabor Natural;Yupi;150.0;2350;Jumbo;g;Pasabocas;Snacks y Golosinas;Bajo
Pasabocas de Maíz con Sabor Natural;Ramo;360.0;9390;Jumbo;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas de Maíz con Sabor Natural;Yupi;336.0;8190;Jumbo;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas de Maíz con Sabor a Limón;Frito Lay;240.0;3390;Jumbo;g;Pasabocas;Snacks y Golosinas;Bajo
Pasabocas de Maíz;Ramo;480.0;10990;Jumbo;g;Pasabocas;Snacks y Golosinas;Alto
Pasabocas de Maíz;Sanissimo;140.0;8190;Jumbo;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas de Maíz con Sabor Natural;Ramo;215.0;3990;Jumbo;g;Pasabocas;Snacks y Golosinas;Medio
Pasabocas para Perros;CanAmor;60.0;4690;Jumbo;g;Pasabocas;Snacks y Golosinas;Medio
Pasabocas Surtidos;Natuchips;125.0;1250;D1;g;Pasabocas;Snacks y Golosinas;Bajo
Pasabocas Surtidos;Frito Lay;250.0;5490;D1;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas Surtidos;Kythos;160.0;2550;D1;g;Pasabocas;Snacks y Golosinas;Bajo
Pasabocas Surtidos;Todo Rico;160.0;3600;D1;g;Pasabocas;Snacks y Golosinas;Medio
Pasabocas Surtidos;Kythos;160.0;2550;D1;g;Pasabocas;Snacks y Golosinas;Bajo
Pasabocas Surtidos;Kythos;318.0;5990;D1;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Pasabocas de Maíz con Sabor Natural;Crujiarepas;300.0;4950;D1;g;Pasabocas;Snacks y Golosinas;Medio
Pasabocas de Chicharrón Carnudo;La Victoria;110.0;5890;D1;g;Pasabocas;Snacks y Golosinas;Medio-Alto
Bebida Achocolatada;Milo;750.0;21750;Éxito;g;Bebida;Bebidas;Alto
Bebida Achocolatada Dietética;Konfyt;250.0;9110;Éxito;g;Bebida;Bebidas;Medio-Alto
Bebida Achocolatada;Chocolisto;200.0;3700;Éxito;g;Bebida;Bebidas;Medio
Bebida Achocolatada;Chocolisto;1000.0;16600;Éxito;g;Bebida;Bebidas;Alto
Bebida Achocolatada;Chocolisto;300.0;4811;Éxito;g;Bebida;Bebidas;Medio-Alto
Bebida Achocolatada Instantánea;Nesquik;200.0;3730;Éxito;g;Bebida;Bebidas;Medio
Bebida Achocolatada;Chocolisto;250.0;5058;Éxito;g;Bebida;Bebidas;Medio-Alto
Bebida Achocolatada;Chocolisto;400.0;7510;Éxito;g;Bebida;Bebidas;Medio-Alto
Bebida Achocolatada;Milo;1100.0;31850;Éxito;g;Bebida;Bebidas;Alto
Bebida Achocolatada Dietética;Milo;200.0;6950;Éxito;g;Bebida;Bebidas;Medio-Alto
Bebida Achocolatada;Milo;250.0;7730;Éxito;g;Bebida;Bebidas;Medio-Alto
Bebida Achocolatada;Milo;500.0;13350;Éxito;g;Bebida;Bebidas;Alto
Bebida Achocolatada;Milo;400.0;14950;Éxito;g;Bebida;Bebidas;Alto
Bebida Achocolatada;Milo;200.0;7070;Éxito;g;Bebida;Bebidas;Medio-Alto
Bebida Achocolatada Dietética;Chocolisto;400.0;8000;Éxito;g;Bebida;Bebidas;Medio-Alto
Bebida Achocolatada Instantánea;Nesquik;400.0;7120;Éxito;g;Bebida;Bebidas;Medio-Alto
Bebida Achocolatada;Milo;500.0;17250;Éxito;g;Bebida;Bebidas;Alto
Bebida Achocolatada;Milo;1000.0;24760;Éxito;g;Bebida;Bebidas;Alto
Bebida Láctea Semidescremada;Regeneris;1750.0;18000;Éxito;g;Bebida;Bebidas;Alto
Bebida Láctea Semidescremada;Regeneris;900.0;11540;Éxito;g;Bebida;Bebidas;Alto
Bebida Láctea Semidescremada con Sabor a Fresa;Yogo Yogo;1000.0;3880;Éxito;g;Bebida;Bebidas;Medio
Bebida Láctea Semidescremada;Yogo Yogo;1123.0;8880;Éxito;g;Bebida;Bebidas;Medio-Alto
Bebida Láctea;Yox;800.0;13850;Éxito;g;Bebida;Bebidas;Alto
Bebida Láctea;Yox;1200.0;20050;Éxito;g;Bebida;Bebidas;Alto
Bebida Láctea;Yox;800.0;13050;Éxito;g;Bebida;Bebidas;Alto
Bebida Láctea Descremada;Finesse;900.0;12350;Éxito;g;Bebida;Bebidas;Alto
Bebida Láctea Semidescremada;Parmalat;1200.0;6110;Éxito;g;Bebida;Bebidas;Medio-Alto
Bebida Láctea Semidescremada;Yogo Yogo;600.0;4560;Éxito;g;Bebida;Bebidas;Medio
Bebida Láctea Semidescremada;Regeneris;900.0;13000;Éxito;g;Bebida;Bebidas;Alto
Bebida Láctea Semidescremada;Regeneris;600.0;4290;Éxito;g;Bebida;Bebidas;Medio
Bebida Láctea Semidescremada;Alpina;113.0;1880;Éxito;g;Bebida;Bebidas;Bajo
Bebida Láctea;Alpina;200.0;2032;Éxito;g;Bebida;Bebidas;Bajo
Bebida Láctea con Sabor a Melocotón;Yox;100.0;1550;Éxito;g;Bebida;Bebidas;Bajo
Bebida Láctea;Yox;100.0;1790;Éxito;g;Bebida;Bebidas;Bajo
Bebida Láctea Descremada con Sabor a Fresa;Finesse;1000.0;10710;Éxito;g;Bebida;Bebidas;Alto
Bebida Láctea Descremada con Sabor a Fresa;Finesse;180.0;2550;Éxito;g;Bebida;Bebidas;Medio
Bebida Láctea Semidescremada con Sabor a Fresa;Yogo Yogo;150.0;2790;Éxito;g;Bebida;Bebidas;Medio
Bebida Láctea Descremada con Sabor a Frutos Rojos;Finesse;180.0;2480;Éxito;g;Bebida;Bebidas;Bajo
Bebida Láctea Semidescremada con Sabor a Melocotón;Parmalat;1000.0;4260;Éxito;g;Bebida;Bebidas;Medio
Bebida Láctea Descremada con Sabor a Melocotón;Finesse;1000.0;10920;Éxito;g;Bebida;Bebidas;Alto
Bebida Láctea Descremada con Sabor a Melocotón;Finesse;1700.0;16900;Éxito;g;Bebida;Bebidas;Alto
Bebida Láctea Descremada con Sabor a Melocotón;Finesse;180.0;2480;Éxito;g;Bebida;Bebidas;Bajo
Bebida Láctea Semidescremada con Sabor a Melocotón;Yogo Yogo;150.0;2490;Éxito;g;Bebida;Bebidas;Bajo
Bebida Láctea Descremada con Sabor a Mora;Finesse;1000.0;10920;Éxito;g;Bebida;Bebidas;Alto
Bebida Láctea Descremada con Sabor a Mora;Finesse;180.0;2550;Éxito;g;Bebida;Bebidas;Medio
Bebida Láctea Semidescremada con Sabor a Mora;Yogo Yogo;150.0;2490;Éxito;g;Bebida;Bebidas;Bajo
Bebida Láctea Descremada;Finesse;1000.0;10920;Éxito;g;Bebida;Bebidas;Alto
Bebida Láctea Descremada;Finesse;180.0;2480;Éxito;g;Bebida;Bebidas;Bajo
Bebida Láctea Semidescremada con Sabor a Fresa;Nutriday;1144.0;4120;Éxito;g;Bebida;Bebidas;Medio
Bebida Láctea Semidescremada con Sabor a Fresa;Regeneris;1750.0;17350;Éxito;g;Bebida;Bebidas;Alto
Bebida Láctea Semidescremada con Sabor a Melocotón;Alpina;113.0;1960;Éxito;g;Bebida;Bebidas;Bajo
Bebida Láctea Semidescremada;Alpina;113.0;1960;Éxito;g;Bebida;Bebidas;Bajo
Bebida Láctea Descremada con Sabor a Frutos Rojos;Finesse;1700.0;17300;Éxito;g;Bebida;Bebidas;Alto
Bebida Láctea Descremada con Sabor a Fresa;Finesse;1700.0;17300;Éxito;g;Bebida;Bebidas;Alto
Bebida Láctea Semidescremada con Sabor a Melocotón;Yogo Yogo;1000.0;3880;Éxito;g;Bebida;Bebidas;Medio
Bebida Láctea;Yox;100.0;1790;Éxito;g;Bebida;Bebidas;Bajo
Bebida Láctea Semidescremada con Sabor a Mora;Yogo Yogo;1000.0;3840;Éxito;g;Bebida;Bebidas;Medio
Bebida Láctea con Sabor a Fresa;Yox;800.0;12400;Éxito;g;Bebida;Bebidas;Alto
Bebida Láctea Semidescremada;Yogo Yogo;600.0;4990;Éxito;g;Bebida;Bebidas;Medio-Alto
Bebida Láctea con Sabor a Fresa;Yox;100.0;1790;Éxito;g;Bebida;Bebidas;Bajo
Bebida Láctea Semidescremada;Yogo Yogo;1200.0;6380;Éxito;g;Bebida;Bebidas;Medio-Alto
Bebida Láctea Semidescremada;El Zarzal;2250.0;9440;Éxito;g;Bebida;Bebidas;Alto
Bebida Láctea Entera;Bon Yurt;1000.0;6960;Éxito;g;Bebida;Bebidas;Medio-Alto
Bebida Láctea;Yox;400.0;6850;Éxito;g;Bebida;Bebidas;Medio-Alto
Bebida de Aloe Vera;Best;500.0;8120;Éxito;ml;Bebida;Bebidas;Medio-Alto
Bebida de Aloe Vera;Best;1500.0;17200;Éxito;ml;Bebida;Bebidas;Alto
Bebida de Aloe Vera;Best;500.0;7930;Éxito;ml;Bebida;Bebidas;Medio-Alto
Bebida de Aloe Vera sin Azúcar;Best;1500.0;17850;Éxito;ml;Bebida;Bebidas;Alto
Bebida de Aloe Vera sin Azúcar;Best;500.0;8180;Éxito;ml;Bebida;Bebidas;Medio-Alto
Bebida de Aloe Vera;Best;1500.0;18750;Éxito;ml;Bebida;Bebidas;Alto
Bebida de Aloe Vera;Best;500.0;7851;Éxito;ml;Bebida;Bebidas;Medio-Alto
Bebida de Aloe Vera;Best;1500.0;17850;Éxito;ml;Bebida;Bebidas;Alto
Bebida de Aloe Vera;Best;1500.0;17850;Éxito;ml;Bebida;Bebidas;Alto
Bebida de Aloe Vera;Best;500.0;7930;Éxito;ml;Bebida;Bebidas;Medio-Alto
Bebida de Aloe Vera;Best;500.0;7930;Éxito;ml;Bebida;Bebidas;Medio-Alto
Bebida Láctea con Cereal en Aros;Bon Yurt;192.0;4030;Éxito;g;Bebida;Bebidas;Medio
Bebida Láctea con Muesli;Finesse;170.0;3230;Éxito;g;Bebida;Bebidas;Medio
Bebida Láctea con Muesli;Finesse;680.0;12650;Éxito;g;Bebida;Bebidas;Alto
Bebida Láctea con Hojuelas Azúcaradas;Bon Yurt;680.0;8840;Éxito;g;Bebida;Bebidas;Medio-Alto
Bebida Láctea con Hojuelas Azúcaradas;Bon Yurt;170.0;2410;Éxito;g;Bebida;Bebidas;Bajo
Bebida Láctea con Arroz Achocolatado;Bon Yurt;169.0;2770;Éxito;g;Bebida;Bebidas;Medio
Bebida Láctea con Muesli;Bon Yurt;175.0;1968;Éxito;g;Bebida;Bebidas;Bajo
Bebida Láctea con Arroz Inflado;Alpina;106.0;1090;Éxito;g;Bebida;Bebidas;Bajo
Bebida Láctea con Arroz Achocolatado;Bon Yurt;676.0;10190;Éxito;g;Bebida;Bebidas;Alto
Bebida Nutricional en Polvo con Sabor a Vainilla;Bénet;2400.0;32300;Éxito;ml;Bebida;Bebidas;Alto
Bebida Nutricional en Polvo con Sabor a Vainilla;Bénet;1800.0;24750;Éxito;ml;Bebida;Bebidas;Alto
Bebida Nutricional en Polvo con Sabor a Vainilla;Ensure;2400.0;54700;Éxito;ml;Bebida;Bebidas;Alto
Bebida Nutricional en Polvo con Sabor a Vainilla;Ensure;5400.0;100900;Éxito;ml;Bebida;Bebidas;Alto
Bebida Nutricional en Polvo con Sabor a Vainilla;Salufit;4800.0;54400;Éxito;ml;Bebida;Bebidas;Alto
Bebida Nutricional en Polvo con Sabor a Vainilla;Pediasure;5400.0;81000;Éxito;ml;Bebida;Bebidas;Alto
Bebida Nutricional en Polvo con Sabor a Vainilla;Pediasure;2400.0;43400;Éxito;ml;Bebida;Bebidas;Alto
Bebida Nutricional en Polvo con Sabor a Vainilla;JGB;9900.0;12550;Éxito;ml;Bebida;Bebidas;Alto
Bebida Nutricional en Polvo con Sabor a Fresa;Bénet;2400.0;32300;Éxito;ml;Bebida;Bebidas;Alto
Bebida Nutricional en Polvo;Ensure;2400.0;48700;Éxito;ml;Bebida;Bebidas;Alto
Bebida Nutricional en Polvo con Sabor a Fresa;JGB;9900.0;12950;Éxito;ml;Bebida;Bebidas;Alto
Bebida Nutricional en Polvo;JGB;4050.0;6450;Éxito;ml;Bebida;Bebidas;Medio-Alto
Bebida Nutricional en Polvo;JGB;9900.0;12950;Éxito;ml;Bebida;Bebidas;Alto
Bebida Nutricional en Polvo;JGB;6000.0;5430;Éxito;ml;Bebida;Bebidas;Medio-Alto
Bebida Nutricional en Polvo;JGB;12000.0;12050;Éxito;ml;Bebida;Bebidas;Alto
Bebida Nutricional en Polvo con Sabor a Chocolate;JGB;9300.0;13450;Éxito;ml;Bebida;Bebidas;Alto
Bebida Nutricional en Polvo Dietética con Sabor a Fresa;JGB;9000.0;14550;Éxito;ml;Bebida;Bebidas;Alto
Bebida Nutricional en Polvo con Sabor a Chocolate;JGB;4000.0;7590;Éxito;ml;Bebida;Bebidas;Medio-Alto
Bebida Nutricional en Polvo con Sabor a Fresa;JGB;4050.0;6470;Éxito;ml;Bebida;Bebidas;Medio-Alto
Bebida Hidratante Líquida con Sabor Tropical;Gatorade;591.0;2940;Éxito;ml;Bebida;Bebidas;Medio
Bebida Hidratante Líquida;Gatorade;1500.0;6080;Éxito;ml;Bebida;Bebidas;Medio-Alto
Bebida Hidratante Líquida con Sabor Tropical;Gatorade;1000.0;4380;Éxito;ml;Bebida;Bebidas;Medio
Bebida Hidratante Líquida con Sabor Tropical;Gatorade;500.0;2490;Éxito;ml;Bebida;Bebidas;Bajo
Bebida Hidratante Líquida con Sabor a Mandarina;Gatorade;1000.0;3950;Éxito;ml;Bebida;Bebidas;Medio
Bebida Hidratante Líquida con Sabor a Mandarina;Gatorade;500.0;2470;Éxito;ml;Bebida;Bebidas;Bajo
Bebida Hidratante Líquida con Sabor a Maracuyá;Gatorade;500.0;2470;Éxito;ml;Bebida;Bebidas;Bajo
Bebida Hidratante Líquida con Sabor a Uva;Gatorade;500.0;2520;Éxito;ml;Bebida;Bebidas;Medio
Bebida Hidratante Líquida;Squash;500.0;1910;Éxito;ml;Bebida;Bebidas;Bajo
Bebida Hidratante en Polvo;Activade;36.0;1640;Éxito;g;Bebida;Bebidas;Bajo
Bebida Hidratante en Polvo;Activade;36.0;1534;Éxito;g;Bebida;Bebidas;Bajo
Bebida Nutricional Líquida;Ensure;948.0;29900;Éxito;ml;Bebida;Bebidas;Alto
Bebida Láctea con Chocolates;Nutriday;400.0;7750;Éxito;g;Bebida;Bebidas;Medio-Alto
Bebida Nutricional Líquida;Pediasure;948.0;27967;Éxito;ml;Bebida;Bebidas;Alto
Bebida Láctea con Chocolates;Nutriday;200.0;4410;Éxito;g;Bebida;Bebidas;Medio
Bebida Láctea con Galleta Negra Triturada;Bon Yurt;173.0;2750;Éxito;g;Bebida;Bebidas;Medio
Bebida Achocolatada;Milo;500.0;12990;Ara;g;Bebida;Bebidas;Alto
Bebida de Aloe Vera;Metoo;500.0;2650;Ara;ml;Bebida;Bebidas;Medio
Bebida Láctea con Cereales;Bon Yurt;509.0;6250;Ara;g;Bebida;Bebidas;Medio-Alto
Bebida Nutricional en Polvo con Sabor a Vainilla;JGB;9300.0;11700;Ara;ml;Bebida;Bebidas;Alto
Bebida Nutricional en Polvo con Sabor a Chocolate;JGB;9300.0;11700;Ara;ml;Bebida;Bebidas;Alto
Bebida Nutricional en Polvo con Sabor a Fresa;JGB;9300.0;11700;Ara;ml;Bebida;Bebidas;Alto
Bebida Nutricional en Polvo;JGB;9300.0;11700;Ara;ml;Bebida;Bebidas;Alto
Bebida Hidratante Líquida con Sabor Tropical;Gatorade;500.0;2350;Ara;ml;Bebida;Bebidas;Bajo
Bebida Hidratante Líquida con Sabor a Mandarina;Gatorade;500.0;2350;Ara;ml;Bebida;Bebidas;Bajo
Bebida Hidratante Líquida;Powerade;1500.0;4200;Ara;ml;Bebida;Bebidas;Medio
Bebida Achocolatada;Milo;250.0;5752;Jumbo;g;Bebida;Bebidas;Medio-Alto
Bebida Achocolatada;Chocolisto;200.0;3690;Jumbo;g;Bebida;Bebidas;Medio
Bebida Achocolatada;Milo;400.0;12472;Jumbo;g;Bebida;Bebidas;Alto
Bebida Achocolatada;Milo;500.0;11512;Jumbo;g;Bebida;Bebidas;Alto
Bebida Achocolatada Dietética;Milo;200.0;5752;Jumbo;g;Bebida;Bebidas;Medio-Alto
Bebida Achocolatada;Milo;500.0;26990;Jumbo;g;Bebida;Bebidas;Alto
Bebida Achocolatada;Milo;1100.0;46890;Jumbo;g;Bebida;Bebidas;Alto
Bebida Láctea;Yox;100.0;1890;Jumbo;g;Bebida;Bebidas;Bajo
Bebida Láctea con Sabor a Fresa;Yox;100.0;1890;Jumbo;g;Bebida;Bebidas;Bajo
Bebida Láctea Semidescremada con Sabor a Fresa;Regeneris;1750.0;16990;Jumbo;g;Bebida;Bebidas;Alto
Bebida Láctea Semidescremada;Yogo Yogo;1123.0;8790;Jumbo;g;Bebida;Bebidas;Medio-Alto
Bebida Láctea;Yox;1200.0;14072;Jumbo;g;Bebida;Bebidas;Alto
Bebida Láctea Descremada;Finesse;1000.0;8792;Jumbo;g;Bebida;Bebidas;Medio-Alto
Bebida Láctea Descremada con Sabor a Fresa;Finesse;1000.0;10390;Jumbo;g;Bebida;Bebidas;Alto
Bebida Láctea Semidescremada;Regeneris;900.0;10590;Jumbo;g;Bebida;Bebidas;Alto
Bebida Láctea Semidescremada;Regeneris;900.0;10590;Jumbo;g;Bebida;Bebidas;Alto
Bebida Láctea Semidescremada;Regeneris;1750.0;14872;Jumbo;g;Bebida;Bebidas;Alto
Bebida Láctea con Sabor a Melocotón;Yox;100.0;1890;Jumbo;g;Bebida;Bebidas;Bajo
Bebida Láctea;Yox;800.0;12390;Jumbo;g;Bebida;Bebidas;Alto
Bebida Láctea con Sabor a Fresa;Yox;800.0;12390;Jumbo;g;Bebida;Bebidas;Alto
Bebida Láctea Semidescremada;Yogo Yogo;1200.0;6390;Jumbo;g;Bebida;Bebidas;Medio-Alto
Bebida Láctea Descremada;Finesse;900.0;11990;Jumbo;g;Bebida;Bebidas;Alto
Bebida Láctea Descremada con Sabor a Mora;Finesse;1000.0;10990;Jumbo;g;Bebida;Bebidas;Alto
Bebida Láctea Descremada con Sabor a Melocotón;Finesse;1000.0;10990;Jumbo;g;Bebida;Bebidas;Alto
Bebida Láctea Semidescremada;Alpina;113.0;1890;Jumbo;g;Bebida;Bebidas;Bajo
Bebida Láctea Semidescremada;Yogo Yogo;600.0;4890;Jumbo;g;Bebida;Bebidas;Medio-Alto
Bebida Láctea Semidescremada con Sabor a Mora;Yogo Yogo;1000.0;4290;Jumbo;g;Bebida;Bebidas;Medio
Bebida Láctea Semidescremada con Sabor a Melocotón;Yogo Yogo;150.0;2490;Jumbo;g;Bebida;Bebidas;Bajo
Bebida Láctea Semidescremada con Sabor a Melocotón;Yogo Yogo;1000.0;4290;Jumbo;g;Bebida;Bebidas;Medio
