nombre;marca;presentacion;precio;lugar;unidades;tipo;grupo;categoria_precio
Té Frío Común con Sabor a Limón;Mr. Tea;3000.0;4790;Jumbo;ml;Té;Bebidas;Medio
Té Blanco Frío;Hatsu;400.0;3990;Jumbo;ml;Té;Bebidas;Medio
Té Blanco Frío;Hatsu;400.0;3990;Jumbo;ml;Té;Bebidas;Medio
Té Negro Frío con Sabor a Durazno;Fuze Tea;400.0;2050;Jumbo;ml;Té;Bebidas;Bajo
Té Negro Frío con Sabor a Limón;Fuze Tea;400.0;1990;Jumbo;ml;Té;Bebidas;Bajo
Té Frío Común;Fuze Tea;1200.0;4390;Jumbo;ml;Té;Bebidas;Medio
Té Frío Común con Sabor a Durazno;Mr. Tea;500.0;1890;Jumbo;ml;Té;Bebidas;Bajo
Té Blanco Frío;Hatsu;1500.0;13592;Jumbo;ml;Té;Bebidas;Alto
Té Blanco Frío;Hatsu;1500.0;16590;Jumbo;ml;Té;Bebidas;Alto
Té Blanco Frío;Hatsu;1500.0;16990;Jumbo;ml;Té;Bebidas;Alto
Té Blanco Frío;Hatsu;1500.0;15990;Jumbo;ml;Té;Bebidas;Alto
Té Blanco Frío;Hatsu;400.0;3990;Jumbo;ml;Té;Bebidas;Medio
Té Frío Común Cero Calorías con Sabor a Limón;Mr. Tea;500.0;1890;Jumbo;ml;Té;Bebidas;Bajo
Té Frío Común con Sabor a Durazno;Mr. Tea;1500.0;3190;Jumbo;ml;Té;Bebidas;Medio
Té Frío Común con Sabor a Limón;Mr. Tea;1500.0;3190;Jumbo;ml;Té;Bebidas;Medio
Té Frío Común con Sabor a Limón;Mr. Tea;500.0;1890;Jumbo;ml;Té;Bebidas;Bajo
Té Negro Frío;Fuze Tea;400.0;1990;Jumbo;ml;Té;Bebidas;Bajo
Té Instantáneo Dietético con Sabor a Frutos Rojos;Hindú;10000.0;12590;Jumbo;ml;Té;Bebidas;Alto
Té Instantáneo Dietético con Sabor a Frutos Rojos;Hindú;5000.0;7790;Jumbo;ml;Té;Bebidas;Medio-Alto
Té Instantáneo Dietético con Sabor a Manzana;Hindú;5000.0;7790;Jumbo;ml;Té;Bebidas;Medio-Alto
Té Instantáneo Dietético con Sabor a Durazno;Suntea;9000.0;13990;Jumbo;ml;Té;Bebidas;Alto
Té Instantáneo Dietético con Sabor a Limón;Suntea;9000.0;13990;Jumbo;ml;Té;Bebidas;Alto
Té Instantáneo Dietético con Sabor a Durazno;Suntea;4500.0;7190;Jumbo;ml;Té;Bebidas;Medio-Alto
Té Instantáneo Dietético con Sabor a Limón;Suntea;4500.0;7190;Jumbo;ml;Té;Bebidas;Medio-Alto
Té Negro;Twinings;20.0;7790;Jumbo;g;Té;Bebidas;Medio-Alto
Té Verde;Hindú;65.0;18990;Jumbo;g;Té;Bebidas;Alto
Té Verde;Hindú;26.0;9390;Jumbo;g;Té;Bebidas;Medio-Alto
Té Verde con Sabor a Piña;Hindú;26.0;9590;Jumbo;g;Té;Bebidas;Alto
Té Amarillo;Lipton;200.0;31990;Jumbo;g;Té;Bebidas;Alto
Té Amarillo;Lipton;40.0;6790;Jumbo;g;Té;Bebidas;Medio-Alto
Té Negro;Hindú;40.0;5990;Jumbo;g;Té;Bebidas;Medio-Alto
Té Negro;Hindú;80.0;11390;Jumbo;g;Té;Bebidas;Alto
Té Frío Común con Sabor a Durazno;Eistee;400.0;990;D1;ml;Té;Bebidas;Bajo
Té Frío Común con Sabor a Limón;Eistee;400.0;990;D1;ml;Té;Bebidas;Bajo
Té Instantáneo con Sabor a Limón;Eistee;9000.0;4290;D1;ml;Té;Bebidas;Medio
Té Instantáneo Dietético con Sabor a Frutos Rojos;Eistee;2800.0;5950;D1;ml;Té;Bebidas;Medio-Alto
Té Instantáneo con Sabor a Frutos Rojos;Eistee;9000.0;4290;D1;ml;Té;Bebidas;Medio
Té Verde con Sabor a Piña;Hindú;13.0;4250;D1;g;Té;Bebidas;Medio
Arándanos Deshidratados;Nature's Heart;700.0;18250;Éxito;g;Arándanos;Alimentos Frescos;Alto
Arándanos Deshidratados;Nature's Heart;70.0;2904;Éxito;g;Arándanos;Alimentos Frescos;Bajo
Arándanos Deshidratados sin Azúcar;Nature's Heart;200.0;13050;Éxito;g;Arándanos;Alimentos Frescos;Alto
Arándanos Deshidratados;Pomona;70.0;2980;Éxito;g;Arándanos;Alimentos Frescos;Bajo
Arándanos Deshidratados;Tosh;560.0;28400;Éxito;g;Arándanos;Alimentos Frescos;Alto
Arándanos Deshidratados;Manitoba;300.0;12300;Éxito;g;Arándanos;Alimentos Frescos;Medio-Alto
Arándanos Deshidratados;Manitoba;35.0;2000;Éxito;g;Arándanos;Alimentos Frescos;Bajo
Arándanos;Éxito;125.0;6980;Éxito;g;Arándanos;Alimentos Frescos;Medio
Arándanos Deshidratados;Tote;140.0;4450;Ara;g;Arándanos;Alimentos Frescos;Medio
Arándanos Deshidratados sin Azúcar;Nature's Heart;200.0;10072;Jumbo;g;Arándanos;Alimentos Frescos;Medio-Alto
Arándanos Deshidratados;Manitoba;300.0;11390;Jumbo;g;Arándanos;Alimentos Frescos;Medio-Alto
Arándanos Deshidratados;Nuthos;150.0;4890;D1;g;Arándanos;Alimentos Frescos;Medio
Masmelos;Millows;145.0;4440;Éxito;g;Masmelos;Snacks y Golosinas;Medio
Masmelos;Millows;75.0;2300;Éxito;g;Masmelos;Snacks y Golosinas;Bajo
Masmelos;Millows;145.0;4440;Éxito;g;Masmelos;Snacks y Golosinas;Medio
Masmelos;Millows;145.0;4440;Éxito;g;Masmelos;Snacks y Golosinas;Medio
Masmelos;Millows;145.0;4440;Éxito;g;Masmelos;Snacks y Golosinas;Medio
Masmelos;Millows;145.0;4440;Éxito;g;Masmelos;Snacks y Golosinas;Medio
Masmelos;Millows;145.0;4440;Éxito;g;Masmelos;Snacks y Golosinas;Medio
Masmelos Recubiertos con Chocolate;Chocmelos;456.0;25600;Éxito;g;Masmelos;Snacks y Golosinas;Alto
Masmelos Recubiertos con Chocolate;Chocmelos;57.0;2680;Éxito;g;Masmelos;Snacks y Golosinas;Bajo
Masmelos Recubiertos con Chocolate;Chocmelos;133.0;5420;Éxito;g;Masmelos;Snacks y Golosinas;Medio-Alto
Masmelos Recubiertos con Chocolate;Chocmelos;280.0;14790;Éxito;g;Masmelos;Snacks y Golosinas;Alto
Masmelos Recubiertos con Chocolate;Chocmelos;280.0;18500;Éxito;g;Masmelos;Snacks y Golosinas;Alto
Masmelos;Millows;145.0;3590;Jumbo;g;Masmelos;Snacks y Golosinas;Bajo
Masmelos;Millows;145.0;3590;Jumbo;g;Masmelos;Snacks y Golosinas;Bajo
Masmelos;Millows;145.0;3990;Jumbo;g;Masmelos;Snacks y Golosinas;Medio
Masmelos Recubiertos con Chocolate;Chocmelos;57.0;2690;Jumbo;g;Masmelos;Snacks y Golosinas;Bajo
Masmelos;Michel;120.0;1890;D1;g;Masmelos;Snacks y Golosinas;Bajo
Canela en Astilla;Éxito;20.0;3450;Éxito;g;Canela;Alimentos Secos y Enlatados;Medio
Canela en Astilla;Fogón;20.0;3420;Éxito;g;Canela;Alimentos Secos y Enlatados;Medio
Canela en Astilla;El Rey;30.0;5310;Éxito;g;Canela;Alimentos Secos y Enlatados;Medio
Canela en Polvo;Éxito;50.0;4840;Éxito;g;Canela;Alimentos Secos y Enlatados;Medio
Canela en Astilla;El Rey;20.0;3810;Éxito;g;Canela;Alimentos Secos y Enlatados;Medio
Canela en Astilla;El Rey;11.0;2320;Éxito;g;Canela;Alimentos Secos y Enlatados;Bajo
Canela en Astilla;El Rey;20.0;2850;Ara;g;Canela;Alimentos Secos y Enlatados;Bajo
Canela en Astilla;El Rey;11.0;2290;Jumbo;g;Canela;Alimentos Secos y Enlatados;Bajo
Canela en Astilla;El Rey;20.0;3890;Jumbo;g;Canela;Alimentos Secos y Enlatados;Medio
Canela en Astilla;El Rey;30.0;4390;Jumbo;g;Canela;Alimentos Secos y Enlatados;Medio
Máquina para Afeitar de 2 Hojas;Personna;2.0;2950;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Bajo
Máquina para Afeitar de 3 Hojas;Gillette;4.0;14887;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 4 Hojas;Éxito;1.0;13000;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 4 Hojas;Schick;2.0;18050;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas;Schick;2.0;10950;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 3 Hojas;BIC;2.0;10750;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 2 Hojas para Piel Sensible;Personna;2.0;2900;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Bajo
Máquina para Afeitar de 3 Hojas;BIC;2.0;10750;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 3 Hojas;Gillette;1.0;17250;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 2 Hojas;Gillette;2.0;11570;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 3 Hojas;Gillette;2.0;13350;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 3 Hojas;Gillette;4.0;20000;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas;Gillette;2.0;13250;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 3 Hojas;Gillette;4.0;17240;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 2 Hojas;Gillette;2.0;12700;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 3 Hojas;Gillette;3.0;10860;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 3 Hojas;Gillette;4.0;16838;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas;Venus;1.0;14730;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 3 Hojas;Venus;1.0;28250;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas;Gillette;2.0;15450;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 3 Hojas;Éxito;4.0;11100;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 3 Hojas;Gillette;3.0;36650;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas;Éxito;4.0;5590;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio
Máquina para Afeitar de 3 Hojas;Gillette;2.0;14600;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 3 Hojas;Gillette;4.0;21550;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 2 Hojas;Gillette;3.0;12600;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 2 Hojas;Gillette;7.0;26000;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 4 Hojas;Schick;2.0;17900;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar la Zona del Bikini;Personna;3.0;7530;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio
Máquina para Afeitar de 3 Hojas para Piel Sensible;Schick;4.0;22300;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas para Piel Sensible;Schick;2.0;9300;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 3 Hojas;Schick;2.0;9210;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 2 Hojas para Piel Sensible;Éxito;4.0;8220;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio
Máquina para Afeitar de 3 Hojas;Venus;2.0;21500;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas;Venus;2.0;18825;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas;Venus;2.0;16600;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas;Venus;4.0;25950;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas para Piel Sensible;Venus;1.0;18787;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas para Piel Sensible;Venus;2.0;27600;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas;Gillette;4.0;25650;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas;Schick;2.0;7553;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio
Máquina para Afeitar de 3 Hojas para Piel Sensible;Schick;4.0;17700;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas;Gillette;4.0;19900;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 2 Hojas;Personna;2.0;2100;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Bajo
Máquina para Afeitar de 3 Hojas;Gillette;8.0;35200;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 2 Hojas;Éxito;4.0;6690;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio
Máquina para Afeitar de 3 Hojas;Personna;2.0;6490;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio
Máquina para Afeitar de 5 Hojas con Repuestos;Fusion;1.0;28350;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 5 Hojas con Repuestos;Gillette;1.0;38100;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas con Repuestos;Gillette;1.0;25400;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 4 Hojas con Repuestos;Schick;1.0;14700;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 3 Hojas con Repuestos;Gillette;1.0;18100;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 5 Hojas con Repuestos;Fusion;1.0;32963;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas con Repuestos para Piel Sensible;Gillette;1.0;16240;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas con Repuestos;Gillette;1.0;22880;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas con Repuestos para Piel Sensible;Gillette;1.0;36050;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas con Repuestos;Venus;1.0;29550;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 4 Hojas con Repuestos para Piel Sensible;Schick;3.0;18150;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar Eléctrica;Gillette;1.0;97700;Éxito;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas;Silken;2.0;2850;Ara;unidades;Máquina;Otros Artículos de Cocina y Hogar;Bajo
Máquina para Afeitar de 3 Hojas;Tymek;2.0;2850;Ara;unidades;Máquina;Otros Artículos de Cocina y Hogar;Bajo
Máquina para Afeitar de 3 Hojas;Gillette;2.0;10950;Ara;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 2 Hojas;Tymek;4.0;4800;Ara;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio
Máquina para Afeitar de 2 Hojas;Silken;4.0;4800;Ara;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio
Máquina para Afeitar de 3 Hojas;Gillette;4.0;7000;Ara;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio
Máquina para Afeitar de 3 Hojas;Schick;2.0;9390;Jumbo;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 3 Hojas para Piel Sensible;Schick;4.0;17590;Jumbo;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas;Gillette;4.0;20990;Jumbo;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas;Gillette;4.0;20990;Jumbo;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas;Gillette;2.0;13990;Jumbo;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 3 Hojas;Venus;1.0;22590;Jumbo;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas para Piel Sensible;Venus;1.0;18590;Jumbo;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas para Piel Sensible;Schick;4.0;18590;Jumbo;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas;Schick;2.0;11390;Jumbo;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 2 Hojas;Gillette;3.0;10390;Jumbo;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 4 Hojas;Schick;2.0;15990;Jumbo;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 2 Hojas;Gillette;2.0;9590;Jumbo;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 3 Hojas para Piel Sensible;Schick;2.0;9390;Jumbo;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 3 Hojas;Gillette;2.0;13990;Jumbo;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 3 Hojas;Gillette;3.0;10390;Jumbo;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 4 Hojas;Schick;2.0;15590;Jumbo;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 2 Hojas;Gillette;2.0;10590;Jumbo;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 3 Hojas;Gillette;4.0;20990;Jumbo;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas;Gillette;2.0;13390;Jumbo;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 3 Hojas con Repuestos;Gillette;1.0;19990;Jumbo;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas con Repuestos;Gillette;1.0;24990;Jumbo;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas con Repuestos;Gillette;1.0;16590;Jumbo;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 3 Hojas con Repuestos para Piel Sensible;Gillette;1.0;20590;Jumbo;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 4 Hojas con Repuestos;Schick;1.0;14390;Jumbo;unidades;Máquina;Otros Artículos de Cocina y Hogar;Medio-Alto
Máquina para Afeitar de 4 Hojas con Repuestos para Piel Sensible;Schick;3.0;18590;Jumbo;unidades;Máquina;Otros Artículos de Cocina y Hogar;Alto
Máquina para Afeitar de 2 Hojas;Xen;2.0;1400;D1;unidades;Máquina;Otros Artículos de Cocina y Hogar;Bajo
Máquina para Afeitar de 2 Hojas;Xen;2.0;1400;D1;unidades;Máquina;Otros Artículos de Cocina y Hogar;Bajo
Máquina para Afeitar de 3 Hojas;Xen;2.0;2800;D1;unidades;Máquina;Otros Artículos de Cocina y Hogar;Bajo
Máquina para Afeitar de 3 Hojas;Xen;2.0;2800;D1;unidades;Máquina;Otros Artículos de Cocina y Hogar;Bajo
Pasas;El Nogal;200.0;4930;Éxito;g;Pasas;Alimentos Secos y Enlatados;Medio
Pasas;El Nogal;400.0;11450;Éxito;g;Pasas;Alimentos Secos y Enlatados;Alto
Pasas;Éxito;200.0;4070;Éxito;g;Pasas;Alimentos Secos y Enlatados;Medio
Pasas Recubiertas con Chocolate;Lacasa;220.0;13990;Éxito;g;Pasas;Alimentos Secos y Enlatados;Alto
Pasas Recubiertas con Chocolate;Frito Lay;360.0;11640;Éxito;g;Pasas;Alimentos Secos y Enlatados;Alto
Pasas Recubiertas con Chocolate;Frito Lay;200.0;7580;Éxito;g;Pasas;Alimentos Secos y Enlatados;Medio-Alto
Pasas;Emilu;150.0;1850;Ara;g;Pasas;Alimentos Secos y Enlatados;Bajo
Pasas;RioValle;200.0;1850;D1;g;Pasas;Alimentos Secos y Enlatados;Bajo
Pasas;Nuthos;200.0;2250;D1;g;Pasas;Alimentos Secos y Enlatados;Bajo
Empanadas con Carne;Don Maíz;675.0;26200;Éxito;g;Empanadas;Productos de Panadería y Cereal;Alto
Empanadas con Carne;Zenú;600.0;19800;Éxito;g;Empanadas;Productos de Panadería y Cereal;Alto
Empanadas con Carne;Don Maíz;600.0;17650;Éxito;g;Empanadas;Productos de Panadería y Cereal;Alto
Empanadas Coctel;Éxito;600.0;13550;Éxito;g;Empanadas;Productos de Panadería y Cereal;Alto
Empanadas Coctel;Rico Pa'llevar;500.0;20650;Éxito;g;Empanadas;Productos de Panadería y Cereal;Alto
Empanadas con Pollo;Zenú;600.0;19800;Éxito;g;Empanadas;Productos de Panadería y Cereal;Alto
Empanadas con Carne;Don Maíz;400.0;6300;Ara;g;Empanadas;Productos de Panadería y Cereal;Medio
Empanadas;Paisanticos;262.0;3750;D1;g;Empanadas;Productos de Panadería y Cereal;Bajo
Fécula de Maíz;Maizena;380.0;9220;Éxito;g;Fécula;Alimentos Secos y Enlatados;Medio-Alto
Fécula de Maíz;Maizena;90.0;1910;Éxito;g;Fécula;Alimentos Secos y Enlatados;Bajo
Fécula de Maíz;Maizena;720.0;13400;Éxito;g;Fécula;Alimentos Secos y Enlatados;Alto
Fécula de Maíz;Maizena;90.0;1750;Ara;g;Fécula;Alimentos Secos y Enlatados;Bajo
Fécula de Maíz;Maizena;90.0;2050;Jumbo;g;Fécula;Alimentos Secos y Enlatados;Bajo
Fécula de Maíz;Maizena;380.0;9190;Jumbo;g;Fécula;Alimentos Secos y Enlatados;Medio-Alto
Fécula de Maíz;Maizena;720.0;22990;Jumbo;g;Fécula;Alimentos Secos y Enlatados;Alto
Kumis;Alpina;900.0;7100;Éxito;g;Kumis;Bebidas;Medio-Alto
Kumis;Éxito;150.0;1270;Éxito;g;Kumis;Bebidas;Bajo
Kumis;El Zarzal;900.0;5722;Éxito;g;Kumis;Bebidas;Medio-Alto
Kumis;Alpina;1750.0;15400;Éxito;g;Kumis;Bebidas;Alto
Kumis;Alpina;200.0;2470;Éxito;g;Kumis;Bebidas;Bajo
Kumis;Alpina;600.0;7430;Éxito;g;Kumis;Bebidas;Medio-Alto
Kumis;Colácteos;840.0;7750;Éxito;g;Kumis;Bebidas;Medio-Alto
Kumis;Colanta;1200.0;4990;Éxito;g;Kumis;Bebidas;Medio-Alto
Kumis;Alpina;1000.0;5100;Éxito;g;Kumis;Bebidas;Medio-Alto
Kumis;Alpina;1000.0;8990;Éxito;g;Kumis;Bebidas;Medio-Alto
Kumis;Alpina;1000.0;9190;Jumbo;g;Kumis;Bebidas;Medio-Alto
Kumis;Colanta;1200.0;7190;Jumbo;g;Kumis;Bebidas;Medio-Alto
Kumis;Alpina;900.0;6790;Jumbo;g;Kumis;Bebidas;Medio-Alto
Kumis;Alpina;600.0;6990;Jumbo;g;Kumis;Bebidas;Medio-Alto
Kumis;Alpina;200.0;2490;Jumbo;g;Kumis;Bebidas;Bajo
Kumis;Alpina;1750.0;14590;Jumbo;g;Kumis;Bebidas;Alto
Kumis;Alpina;1000.0;5190;Jumbo;g;Kumis;Bebidas;Medio-Alto
Kumis;Latti;1040.0;3750;D1;g;Kumis;Bebidas;Medio
Kumis;Latti;1248.0;3990;D1;g;Kumis;Bebidas;Medio
Limpiavidrios en Espray Antibacterial;Glassi;1000.0;8690;Éxito;ml;Limpiavidrios;Productos de Limpieza y Hogar;Medio
Limpiavidrios en Espray Antibacterial;Glassi;800.0;6640;Éxito;ml;Limpiavidrios;Productos de Limpieza y Hogar;Medio
Limpiavidrios en Espray;Búfalo;700.0;7010;Éxito;ml;Limpiavidrios;Productos de Limpieza y Hogar;Medio
Limpiavidrios en Espray;Easy-Off;500.0;7032;Éxito;ml;Limpiavidrios;Productos de Limpieza y Hogar;Medio
Limpiavidrios en Espray;Easy-Off;500.0;8790;Éxito;ml;Limpiavidrios;Productos de Limpieza y Hogar;Medio
Limpiavidrios en Espray;Mr. Músculo;500.0;6120;Éxito;ml;Limpiavidrios;Productos de Limpieza y Hogar;Medio
Limpiavidrios en Espray;Mr. Músculo;500.0;9070;Éxito;ml;Limpiavidrios;Productos de Limpieza y Hogar;Medio
Limpiavidrios en Espray;Éxito;500.0;7300;Éxito;ml;Limpiavidrios;Productos de Limpieza y Hogar;Medio
Limpiavidrios en Espray;Éxito;500.0;7300;Éxito;ml;Limpiavidrios;Productos de Limpieza y Hogar;Medio
Limpiavidrios Repuesto;Easy-Off;500.0;5460;Éxito;ml;Limpiavidrios;Productos de Limpieza y Hogar;Medio
Limpiavidrios Repuesto;Ekono;500.0;1880;Éxito;ml;Limpiavidrios;Productos de Limpieza y Hogar;Bajo
Limpiavidrios Repuesto;Serratt;1000.0;8550;Éxito;ml;Limpiavidrios;Productos de Limpieza y Hogar;Medio
